[Fri Nov  7 16:08:27 2025] PHP 8.2.12 Development Server (http://localhost:8000) started
[Sat Nov  8 07:37:50 2025] [::1]:56001 Accepted
[Sat Nov  8 07:37:50 2025] [::1]:56001 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:37:50 2025] [::1]:56001 Closing
[Sat Nov  8 07:37:51 2025] [::1]:64560 Accepted
[Sat Nov  8 07:37:51 2025] [::1]:64560 [200]: GET /api/auth/me
[Sat Nov  8 07:37:51 2025] [::1]:64560 Closing
[Sat Nov  8 07:37:51 2025] [::1]:61560 Accepted
[Sat Nov  8 07:37:51 2025] [::1]:61560 [200]: GET /api/auth/me
[Sat Nov  8 07:37:51 2025] [::1]:61560 Closing
[Sat Nov  8 07:37:51 2025] [::1]:52069 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:52069 [200]: GET /api/auth/me
[Sat Nov  8 07:37:52 2025] [::1]:52069 Closing
[Sat Nov  8 07:37:52 2025] [::1]:53782 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:53782 [200]: GET /api/auth/me
[Sat Nov  8 07:37:52 2025] [::1]:53782 Closing
[Sat Nov  8 07:37:52 2025] [::1]:51116 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:51116 [200]: GET /api/auth/me
[Sat Nov  8 07:37:52 2025] [::1]:51116 Closing
[Sat Nov  8 07:37:52 2025] [::1]:49382 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:49382 [200]: GET /api/auth/me
[Sat Nov  8 07:37:52 2025] [::1]:49382 Closing
[Sat Nov  8 07:37:52 2025] [::1]:50634 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:55677 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:50634 [403]: GET /api/admin/analytics
[Sat Nov  8 07:37:52 2025] [::1]:50634 Closing
[Sat Nov  8 07:37:52 2025] [::1]:55677 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:37:52 2025] [::1]:55677 Closing
[Sat Nov  8 07:37:52 2025] [::1]:55254 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:55254 [403]: GET /api/admin/analytics
[Sat Nov  8 07:37:52 2025] [::1]:55254 Closing
[Sat Nov  8 07:37:52 2025] [::1]:64313 Accepted
[Sat Nov  8 07:37:52 2025] [::1]:64313 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:37:52 2025] [::1]:64313 Closing
[Sat Nov  8 07:39:56 2025] [::1]:64036 Accepted
[Sat Nov  8 07:39:56 2025] [::1]:64036 [200]: GET /api/auth/me
[Sat Nov  8 07:39:56 2025] [::1]:64036 Closing
[Sat Nov  8 07:39:56 2025] [::1]:50461 Accepted
[Sat Nov  8 07:39:56 2025] [::1]:50461 [200]: GET /api/auth/me
[Sat Nov  8 07:39:56 2025] [::1]:50461 Closing
[Sat Nov  8 07:39:56 2025] [::1]:57731 Accepted
[Sat Nov  8 07:39:56 2025] [::1]:57731 [200]: GET /api/auth/me
[Sat Nov  8 07:39:56 2025] [::1]:57731 Closing
[Sat Nov  8 07:39:56 2025] [::1]:58659 Accepted
[Sat Nov  8 07:39:56 2025] [::1]:58659 [200]: GET /api/auth/me
[Sat Nov  8 07:39:56 2025] [::1]:58659 Closing
[Sat Nov  8 07:39:56 2025] [::1]:58013 Accepted
[Sat Nov  8 07:39:56 2025] [::1]:58013 [200]: GET /api/auth/me
[Sat Nov  8 07:39:56 2025] [::1]:58013 Closing
[Sat Nov  8 07:39:56 2025] [::1]:58820 Accepted
[Sat Nov  8 07:39:56 2025] [::1]:58820 [200]: GET /api/auth/me
[Sat Nov  8 07:39:56 2025] [::1]:58820 Closing
[Sat Nov  8 07:39:56 2025] [::1]:54237 Accepted
[Sat Nov  8 07:39:56 2025] [::1]:60733 Accepted
[Sat Nov  8 07:39:57 2025] [::1]:54237 [403]: GET /api/admin/analytics
[Sat Nov  8 07:39:57 2025] [::1]:54237 Closing
[Sat Nov  8 07:39:57 2025] [::1]:60733 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:39:57 2025] [::1]:60733 Closing
[Sat Nov  8 07:39:57 2025] [::1]:61049 Accepted
[Sat Nov  8 07:39:57 2025] [::1]:61049 [403]: GET /api/admin/analytics
[Sat Nov  8 07:39:57 2025] [::1]:61049 Closing
[Sat Nov  8 07:39:57 2025] [::1]:61326 Accepted
[Sat Nov  8 07:39:57 2025] [::1]:61326 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:39:57 2025] [::1]:61326 Closing
[Sat Nov  8 07:42:09 2025] [::1]:58907 Accepted
[Sat Nov  8 07:42:09 2025] [::1]:58907 [200]: GET /api/auth/me
[Sat Nov  8 07:42:09 2025] [::1]:58907 Closing
[Sat Nov  8 07:42:09 2025] [::1]:57446 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:57446 [200]: GET /api/auth/me
[Sat Nov  8 07:42:10 2025] [::1]:57446 Closing
[Sat Nov  8 07:42:10 2025] [::1]:62275 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:62275 [200]: GET /api/auth/me
[Sat Nov  8 07:42:10 2025] [::1]:62275 Closing
[Sat Nov  8 07:42:10 2025] [::1]:54613 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:54613 [200]: GET /api/auth/me
[Sat Nov  8 07:42:10 2025] [::1]:54613 Closing
[Sat Nov  8 07:42:10 2025] [::1]:59963 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:59963 [200]: GET /api/auth/me
[Sat Nov  8 07:42:10 2025] [::1]:59963 Closing
[Sat Nov  8 07:42:10 2025] [::1]:53659 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:53659 [200]: GET /api/auth/me
[Sat Nov  8 07:42:10 2025] [::1]:53659 Closing
[Sat Nov  8 07:42:10 2025] [::1]:55017 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:62274 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:55017 [403]: GET /api/admin/analytics
[Sat Nov  8 07:42:10 2025] [::1]:55017 Closing
[Sat Nov  8 07:42:10 2025] [::1]:62274 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:42:10 2025] [::1]:62274 Closing
[Sat Nov  8 07:42:10 2025] [::1]:58720 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:58720 [403]: GET /api/admin/analytics
[Sat Nov  8 07:42:10 2025] [::1]:58720 Closing
[Sat Nov  8 07:42:10 2025] [::1]:61895 Accepted
[Sat Nov  8 07:42:10 2025] [::1]:61895 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:42:10 2025] [::1]:61895 Closing
[Sat Nov  8 07:44:41 2025] [::1]:56337 Accepted
[Sat Nov  8 07:44:41 2025] [::1]:56337 [200]: GET /api/auth/me
[Sat Nov  8 07:44:41 2025] [::1]:56337 Closing
[Sat Nov  8 07:44:41 2025] [::1]:53836 Accepted
[Sat Nov  8 07:44:41 2025] [::1]:53836 [200]: GET /api/auth/me
[Sat Nov  8 07:44:41 2025] [::1]:53836 Closing
[Sat Nov  8 07:44:41 2025] [::1]:62998 Accepted
[Sat Nov  8 07:44:41 2025] [::1]:50060 Accepted
[Sat Nov  8 07:44:41 2025] [::1]:62998 [403]: GET /api/admin/analytics
[Sat Nov  8 07:44:41 2025] [::1]:62998 Closing
[Sat Nov  8 07:44:41 2025] [::1]:50060 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:44:41 2025] [::1]:50060 Closing
[Sat Nov  8 07:44:41 2025] [::1]:62310 Accepted
[Sat Nov  8 07:44:41 2025] [::1]:62310 [403]: GET /api/admin/analytics
[Sat Nov  8 07:44:41 2025] [::1]:62310 Closing
[Sat Nov  8 07:44:41 2025] [::1]:57825 Accepted
[Sat Nov  8 07:44:41 2025] [::1]:57825 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:44:41 2025] [::1]:57825 Closing
[Sat Nov  8 07:45:24 2025] [::1]:52571 Accepted
[Sat Nov  8 07:45:24 2025] [::1]:52571 [200]: GET /api/auth/me
[Sat Nov  8 07:45:24 2025] [::1]:52571 Closing
[Sat Nov  8 07:45:24 2025] [::1]:60166 Accepted
[Sat Nov  8 07:45:24 2025] [::1]:60166 [200]: GET /api/auth/me
[Sat Nov  8 07:45:24 2025] [::1]:60166 Closing
[Sat Nov  8 07:45:24 2025] [::1]:50468 Accepted
[Sat Nov  8 07:45:24 2025] [::1]:50468 [403]: GET /api/admin/analytics
[Sat Nov  8 07:45:24 2025] [::1]:50468 Closing
[Sat Nov  8 07:45:24 2025] [::1]:62299 Accepted
[Sat Nov  8 07:45:24 2025] [::1]:62299 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:45:24 2025] [::1]:62299 Closing
[Sat Nov  8 07:45:24 2025] [::1]:61452 Accepted
[Sat Nov  8 07:45:25 2025] [::1]:61452 [403]: GET /api/admin/analytics
[Sat Nov  8 07:45:25 2025] [::1]:61452 Closing
[Sat Nov  8 07:45:25 2025] [::1]:63818 Accepted
[Sat Nov  8 07:45:25 2025] [::1]:63818 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:45:25 2025] [::1]:63818 Closing
[Sat Nov  8 07:47:09 2025] [::1]:50589 Accepted
[Sat Nov  8 07:47:10 2025] [::1]:50589 [200]: GET /api/auth/me
[Sat Nov  8 07:47:10 2025] [::1]:50589 Closing
[Sat Nov  8 07:47:10 2025] [::1]:65416 Accepted
[Sat Nov  8 07:47:10 2025] [::1]:65416 [200]: GET /api/auth/me
[Sat Nov  8 07:47:10 2025] [::1]:65416 Closing
[Sat Nov  8 07:47:10 2025] [::1]:62061 Accepted
[Sat Nov  8 07:47:10 2025] [::1]:62061 [200]: GET /api/auth/me
[Sat Nov  8 07:47:10 2025] [::1]:62061 Closing
[Sat Nov  8 07:47:10 2025] [::1]:60442 Accepted
[Sat Nov  8 07:47:10 2025] [::1]:60442 [200]: GET /api/auth/me
[Sat Nov  8 07:47:10 2025] [::1]:60442 Closing
[Sat Nov  8 07:47:10 2025] [::1]:62842 Accepted
[Sat Nov  8 07:47:10 2025] [::1]:62842 [200]: GET /api/auth/me
[Sat Nov  8 07:47:10 2025] [::1]:62842 Closing
[Sat Nov  8 07:47:10 2025] [::1]:63839 Accepted
[Sat Nov  8 07:47:10 2025] [::1]:63839 [200]: GET /api/auth/me
[Sat Nov  8 07:47:10 2025] [::1]:63839 Closing
[Sat Nov  8 07:47:10 2025] [::1]:63793 Accepted
[Sat Nov  8 07:47:10 2025] [::1]:55187 Accepted
[Sat Nov  8 07:47:11 2025] [::1]:63793 [403]: GET /api/admin/analytics
[Sat Nov  8 07:47:11 2025] [::1]:63793 Closing
[Sat Nov  8 07:47:11 2025] [::1]:55187 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:47:11 2025] [::1]:55187 Closing
[Sat Nov  8 07:47:11 2025] [::1]:59280 Accepted
[Sat Nov  8 07:47:11 2025] [::1]:59280 [403]: GET /api/admin/analytics
[Sat Nov  8 07:47:11 2025] [::1]:59280 Closing
[Sat Nov  8 07:47:11 2025] [::1]:52405 Accepted
[Sat Nov  8 07:47:11 2025] [::1]:52405 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:47:11 2025] [::1]:52405 Closing
[Sat Nov  8 07:54:28 2025] [::1]:64248 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:64248 [200]: OPTIONS /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:64248 Closing
[Sat Nov  8 07:54:29 2025] [::1]:61309 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:53785 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:61309 [200]: OPTIONS /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:61309 Closing
[Sat Nov  8 07:54:29 2025] [::1]:62663 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:53785 [200]: OPTIONS /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:53785 Closing
[Sat Nov  8 07:54:29 2025] [::1]:55470 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:62663 [200]: OPTIONS /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:62663 Closing
[Sat Nov  8 07:54:29 2025] [::1]:55470 [200]: GET /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:55470 Closing
[Sat Nov  8 07:54:29 2025] [::1]:56634 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:56634 [200]: GET /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:56634 Closing
[Sat Nov  8 07:54:29 2025] [::1]:54794 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:54794 [200]: GET /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:54794 Closing
[Sat Nov  8 07:54:29 2025] [::1]:54469 Accepted
[Sat Nov  8 07:54:29 2025] [::1]:54469 [200]: GET /api/auth/me
[Sat Nov  8 07:54:29 2025] [::1]:54469 Closing
[Sat Nov  8 07:54:29 2025] [::1]:58005 Accepted
[Sat Nov  8 07:54:30 2025] [::1]:58005 [200]: GET /api/auth/me
[Sat Nov  8 07:54:30 2025] [::1]:58005 Closing
[Sat Nov  8 07:54:30 2025] [::1]:63633 Accepted
[Sat Nov  8 07:54:30 2025] [::1]:63633 [200]: GET /api/auth/me
[Sat Nov  8 07:54:30 2025] [::1]:63633 Closing
[Sat Nov  8 07:54:30 2025] [::1]:54045 Accepted
[Sat Nov  8 07:54:30 2025] [::1]:58868 Accepted
[Sat Nov  8 07:54:30 2025] [::1]:54045 [403]: GET /api/admin/analytics
[Sat Nov  8 07:54:30 2025] [::1]:54045 Closing
[Sat Nov  8 07:54:30 2025] [::1]:58868 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:54:30 2025] [::1]:58868 Closing
[Sat Nov  8 07:54:30 2025] [::1]:61634 Accepted
[Sat Nov  8 07:54:30 2025] [::1]:61634 [403]: GET /api/admin/analytics
[Sat Nov  8 07:54:30 2025] [::1]:61634 Closing
[Sat Nov  8 07:54:30 2025] [::1]:56346 Accepted
[Sat Nov  8 07:54:30 2025] [::1]:56346 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:54:30 2025] [::1]:56346 Closing
[Sat Nov  8 08:00:10 2025] [::1]:52151 Accepted
[Sat Nov  8 08:00:10 2025] [::1]:52151 [200]: GET /api/auth/me
[Sat Nov  8 08:00:10 2025] [::1]:52151 Closing
[Sat Nov  8 08:00:10 2025] [::1]:53833 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:53833 [200]: GET /api/auth/me
[Sat Nov  8 08:00:11 2025] [::1]:53833 Closing
[Sat Nov  8 08:00:11 2025] [::1]:55113 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:55113 [200]: GET /api/auth/me
[Sat Nov  8 08:00:11 2025] [::1]:55113 Closing
[Sat Nov  8 08:00:11 2025] [::1]:60844 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:60844 [200]: GET /api/auth/me
[Sat Nov  8 08:00:11 2025] [::1]:60844 Closing
[Sat Nov  8 08:00:11 2025] [::1]:62412 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:62412 [200]: GET /api/auth/me
[Sat Nov  8 08:00:11 2025] [::1]:62412 Closing
[Sat Nov  8 08:00:11 2025] [::1]:56561 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:56561 [200]: GET /api/auth/me
[Sat Nov  8 08:00:11 2025] [::1]:56561 Closing
[Sat Nov  8 08:00:11 2025] [::1]:50806 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:49164 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:50806 [403]: GET /api/admin/analytics
[Sat Nov  8 08:00:11 2025] [::1]:50806 Closing
[Sat Nov  8 08:00:11 2025] [::1]:49164 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 08:00:11 2025] [::1]:49164 Closing
[Sat Nov  8 08:00:11 2025] [::1]:64566 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:64566 [403]: GET /api/admin/analytics
[Sat Nov  8 08:00:11 2025] [::1]:64566 Closing
[Sat Nov  8 08:00:11 2025] [::1]:54997 Accepted
[Sat Nov  8 08:00:11 2025] [::1]:54997 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 08:00:11 2025] [::1]:54997 Closing
[Sat Nov  8 08:03:05 2025] [::1]:58576 Accepted
[Sat Nov  8 08:03:05 2025] [::1]:58576 [200]: GET /api/auth/me
[Sat Nov  8 08:03:05 2025] [::1]:58576 Closing
[Sat Nov  8 08:03:05 2025] [::1]:63242 Accepted
[Sat Nov  8 08:03:05 2025] [::1]:63242 [200]: GET /api/auth/me
[Sat Nov  8 08:03:05 2025] [::1]:63242 Closing
[Sat Nov  8 08:03:05 2025] [::1]:65188 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:65188 [200]: GET /api/auth/me
[Sat Nov  8 08:03:06 2025] [::1]:65188 Closing
[Sat Nov  8 08:03:06 2025] [::1]:55543 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:55543 [200]: GET /api/auth/me
[Sat Nov  8 08:03:06 2025] [::1]:55543 Closing
[Sat Nov  8 08:03:06 2025] [::1]:63576 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:63576 [200]: GET /api/auth/me
[Sat Nov  8 08:03:06 2025] [::1]:63576 Closing
[Sat Nov  8 08:03:06 2025] [::1]:55614 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:55614 [200]: GET /api/auth/me
[Sat Nov  8 08:03:06 2025] [::1]:55614 Closing
[Sat Nov  8 08:03:06 2025] [::1]:65435 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:57388 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:65435 [403]: GET /api/admin/analytics
[Sat Nov  8 08:03:06 2025] [::1]:65435 Closing
[Sat Nov  8 08:03:06 2025] [::1]:57388 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 08:03:06 2025] [::1]:57388 Closing
[Sat Nov  8 08:03:06 2025] [::1]:65418 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:65418 [403]: GET /api/admin/analytics
[Sat Nov  8 08:03:06 2025] [::1]:65418 Closing
[Sat Nov  8 08:03:06 2025] [::1]:59766 Accepted
[Sat Nov  8 08:03:06 2025] [::1]:59766 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 08:03:06 2025] [::1]:59766 Closing
